order_id,order_date,customer_age,product_category,order_value,discount_applied,payment_method,delivery_time_days,customer_rating,order_status
975,1/9/2024,32.0,Sports,12014.54,No,UPI,9.0,4.8,Returned
976,5/30/2024,25.0,Sports,23568.98,No,UPI,6.0,2.4,Returned
977,11/24/2024,41.0,Electronics,7883.7,Yes,Wallet,4.0,4.3,Cancelled
978,7/6/2024,23.0,Electronics,12526.24,Yes,Wallet,5.0,1.2,Delivered
979,8/29/2024,23.0,Sports,5612.38,No,Card,3.0,1.6,Cancelled
980,11/7/2024,18.0,Electronics,14161.97,Yes,Card,7.0,2.0,Returned
981,7/12/2024,55.0,Home & Kitchen,11902.47,Yes,UPI,7.0,4.2,Delivered
982,4/10/2024,33.0,Books,10183.06,Yes,Wallet,6.0,1.9,Returned
983,1/28/2024,41.0,Books,9070.57,Yes,Card,7.0,1.5,Returned
984,10/15/2024,20.0,Sports,20997.87,Yes,COD,2.0,4.1,Delivered
985,7/6/2024,44.0,Beauty,11042.65,No,Wallet,8.0,3.2,Delivered
986,7/16/2024,64.0,Fashion,15116.23,Yes,Wallet,5.0,3.2,Cancelled
987,12/11/2024,50.0,Fashion,15549.02,Yes,Card,3.0,1.8,Cancelled
988,8/28/2024,34.0,Fashion,10086.55,No,COD,2.0,2.9,Cancelled
989,4/2/2024,54.0,Home & Kitchen,21617.62,No,Card,3.0,1.8,Returned
990,5/5/2024,23.0,Sports,6050.74,Yes,UPI,1.0,2.1,Cancelled
991,12/18/2024,38.0,Electronics,24760.69,No,Wallet,5.0,2.7,Cancelled
992,9/4/2024,65.0,Fashion,22323.65,Yes,Card,6.0,1.8,Returned
993,12/9/2024,29.0,Books,10327.6,Yes,COD,7.0,4.6,Cancelled
994,9/10/2024,28.0,Fashion,22520.52,Yes,Wallet,10.0,3.9,Returned
995,11/23/2024,21.0,Books,7684.27,Yes,UPI,4.0,2.3,Cancelled
996,6/28/2024,28.0,Books,18885.76,Yes,Card,10.0,2.4,Delivered
997,8/26/2024,63.0,Sports,10703.21,Yes,Wallet,6.0,4.2,Delivered
998,5/4/2024,44.0,Beauty,5688.19,Yes,Card,4.0,2.4,Delivered
999,11/11/2024,52.0,Home & Kitchen,7469.66,No,COD,2.0,3.4,Cancelled
1000,11/15/2024,57.0,Fashion,2174.21,No,Card,10.0,3.1,Returned
1001,1/31/2024,40.0,Fashion,5465.47,No,Wallet,6.0,3.5,Returned
1002,8/18/2024,65.0,Fashion,17086.04,No,Card,5.0,1.8,Delivered
1003,5/3/2024,50.0,Electronics,424.35,No,UPI,10.0,2.1,Returned
1004,1/13/2024,56.0,Beauty,17398.55,Yes,COD,2.0,4.1,Cancelled
1005,8/5/2024,42.0,Home & Kitchen,10491.56,Yes,Wallet,4.0,1.4,Cancelled
1006,6/9/2024,30.0,Sports,21173.7,Yes,Wallet,2.0,4.1,Returned
1007,8/27/2024,18.0,Beauty,23343.24,Yes,Wallet,6.0,1.4,Delivered
1008,3/20/2024,39.0,Electronics,2394.39,Yes,Card,4.0,3.8,Delivered
1009,12/31/2024,60.0,Books,14726.56,No,Card,8.0,1.4,Cancelled
1010,10/26/2024,35.0,Books,8799.4,Yes,COD,3.0,1.1,Delivered
1011,6/20/2024,44.0,Books,7992.42,Yes,Wallet,5.0,1.2,Delivered
1012,7/9/2024,19.0,Beauty,3835.26,No,COD,1.0,2.8,Returned
1013,8/26/2024,55.0,Home & Kitchen,24599.86,No,COD,5.0,2.4,Delivered
1014,1/28/2024,56.0,Electronics,6819.51,No,Card,7.0,3.0,Cancelled
1015,3/24/2024,23.0,Sports,16948.66,Yes,Wallet,9.0,4.6,Cancelled
1016,9/26/2024,59.0,Electronics,10312.78,No,Card,7.0,2.2,Delivered
1017,4/13/2024,36.0,Sports,3367.09,Yes,COD,3.0,1.7,Cancelled
1018,8/19/2024,45.0,Beauty,15040.9,Yes,Card,6.0,2.6,Cancelled
1019,8/4/2024,44.0,Electronics,23169.06,Yes,Card,3.0,4.4,Returned
1020,10/29/2024,22.0,Electronics,3961.19,No,Card,10.0,1.1,Returned
1021,3/30/2024,45.0,Books,18549.57,No,UPI,3.0,2.0,Returned
1022,3/14/2024,48.0,Sports,12513.92,No,COD,5.0,3.7,Delivered
1023,9/21/2024,43.0,Electronics,15755.43,Yes,Card,7.0,3.1,Delivered
1024,4/14/2024,57.0,Books,1229.36,No,Card,2.0,5.0,Cancelled
1025,12/10/2024,19.0,Fashion,19779.16,No,Card,3.0,2.8,Delivered
1026,5/19/2024,52.0,Home & Kitchen,4508.75,No,Wallet,9.0,3.5,Cancelled
1027,6/1/2024,50.0,Beauty,17339.16,No,COD,8.0,4.0,Returned
1028,12/12/2024,55.0,Fashion,15392.23,Yes,UPI,2.0,5.0,Returned
1029,6/24/2024,33.0,Books,13069.16,No,UPI,7.0,3.9,Delivered
1030,12/4/2024,58.0,Sports,15863.69,No,Wallet,4.0,4.4,Cancelled
1031,7/20/2024,35.0,Home & Kitchen,17205.25,Yes,Card,3.0,1.2,Cancelled
1032,2/3/2024,20.0,Books,3986.36,No,Card,7.0,3.7,Delivered
1033,12/3/2024,58.0,Home & Kitchen,12475.1,No,COD,3.0,2.8,Returned
1034,12/15/2024,54.0,Sports,23189.52,Yes,Card,2.0,4.8,Delivered
1035,4/14/2024,51.0,Electronics,8618.46,No,Card,4.0,3.3,Cancelled
1036,6/10/2024,30.0,Home & Kitchen,2732.03,Yes,UPI,8.0,3.2,Cancelled
1037,11/10/2024,18.0,Fashion,8216.89,No,Card,9.0,4.6,Cancelled
1038,8/3/2024,43.0,Beauty,20315.19,No,UPI,9.0,1.3,Returned
1039,11/12/2024,28.0,Sports,20333.2,No,UPI,3.0,2.7,Delivered
1040,9/25/2024,56.0,Books,14369.97,No,Wallet,7.0,4.8,Delivered
1041,9/12/2024,63.0,Books,2782.21,No,UPI,8.0,3.6,Cancelled
1042,12/15/2024,53.0,Fashion,6978.78,No,Wallet,4.0,3.1,Cancelled
1043,4/9/2024,47.0,Home & Kitchen,18097.9,Yes,Wallet,7.0,1.3,Cancelled
1044,12/4/2024,27.0,Books,3201.39,Yes,Card,7.0,4.3,Delivered
1045,4/22/2024,44.0,Home & Kitchen,16619.18,No,UPI,5.0,4.3,Delivered
1046,1/10/2024,32.0,Sports,13261.22,No,UPI,4.0,2.4,Delivered
1047,9/29/2024,39.0,Books,20065.84,No,UPI,4.0,2.1,Cancelled
1048,7/10/2024,22.0,Books,21322.78,No,Wallet,4.0,4.4,Cancelled
1049,9/30/2024,31.0,Books,4440.76,No,Card,4.0,3.6,Cancelled
1050,7/3/2024,56.0,Electronics,10849.56,No,COD,2.0,2.3,Cancelled
1051,4/19/2024,40.0,Sports,15755.04,No,COD,2.0,3.8,Delivered
1052,6/21/2024,47.0,Electronics,22656.38,Yes,COD,2.0,1.6,Returned
1053,2/4/2024,23.0,Home & Kitchen,14729.09,No,UPI,9.0,5.0,Returned
1054,1/8/2024,36.0,Home & Kitchen,19643.18,No,Wallet,3.0,1.1,Returned
1055,8/18/2024,60.0,Electronics,9500.86,Yes,Wallet,9.0,2.0,Cancelled
1056,6/28/2024,40.0,Beauty,9558.35,No,UPI,8.0,4.9,Delivered
1057,10/9/2024,48.0,Beauty,13012.91,No,Wallet,5.0,1.3,Cancelled
1058,2/29/2024,62.0,Beauty,24223.04,No,COD,1.0,2.9,Cancelled
1059,10/28/2024,21.0,Fashion,20479.64,Yes,UPI,10.0,3.0,Delivered
1060,9/21/2024,33.0,Home & Kitchen,2540.85,Yes,UPI,6.0,1.5,Returned
1061,11/23/2024,50.0,Beauty,19120.3,No,UPI,4.0,2.2,Cancelled
1062,6/24/2024,56.0,Beauty,22382.93,Yes,Card,10.0,3.1,Returned
1063,1/25/2024,29.0,Beauty,3270.41,No,COD,4.0,1.4,Delivered
1064,2/10/2024,39.0,Beauty,14076.09,Yes,COD,3.0,4.7,Returned
1065,9/30/2024,42.0,Books,979.4,Yes,Wallet,4.0,2.1,Cancelled
1066,9/22/2024,65.0,Fashion,12701.07,No,UPI,6.0,1.9,Cancelled
1067,4/14/2024,61.0,Sports,10475.38,Yes,Wallet,5.0,2.3,Cancelled
1068,10/29/2024,19.0,Books,21381.9,No,COD,5.0,2.3,Delivered
1069,8/27/2024,54.0,Electronics,2547.67,Yes,COD,7.0,3.3,Cancelled
1070,8/31/2024,23.0,Home & Kitchen,20680.3,Yes,Wallet,3.0,2.0,Delivered
1071,7/4/2024,32.0,Sports,22072.88,No,UPI,10.0,1.3,Cancelled
1072,4/22/2024,24.0,Home & Kitchen,10513.68,Yes,COD,10.0,4.8,Delivered
1073,1/16/2024,46.0,Electronics,13589.93,Yes,UPI,1.0,4.0,Returned
1074,7/5/2024,29.0,Books,24448.0,No,Wallet,10.0,2.4,Returned
1075,8/8/2024,55.0,Books,11408.74,Yes,Wallet,1.0,2.3,Cancelled
1076,6/26/2024,33.0,Electronics,6647.91,Yes,Wallet,9.0,2.6,Delivered
1077,2/7/2024,34.0,Beauty,19532.92,Yes,COD,8.0,4.3,Cancelled
1078,5/9/2024,58.0,Electronics,5894.26,Yes,COD,9.0,1.5,Returned
1079,12/19/2024,38.0,Beauty,16441.87,No,UPI,3.0,1.7,Delivered
1080,5/10/2024,39.0,Fashion,17797.95,No,Wallet,2.0,1.0,Delivered
1081,6/2/2024,50.0,Fashion,579.93,No,COD,8.0,4.4,Delivered
1082,5/16/2024,48.0,Home & Kitchen,20832.31,No,Wallet,4.0,1.5,Delivered
1083,7/2/2024,58.0,Books,24340.03,No,COD,10.0,3.4,Delivered
1084,7/25/2024,38.0,Beauty,4504.71,No,UPI,7.0,3.9,Returned
1085,1/29/2024,22.0,Electronics,11252.9,Yes,COD,8.0,1.9,Delivered
1086,9/27/2024,59.0,Beauty,7736.61,Yes,Card,1.0,3.5,Returned
1087,6/10/2024,38.0,Sports,4875.4,No,Card,9.0,1.6,Cancelled
1088,5/7/2024,63.0,Sports,14953.93,No,COD,5.0,1.0,Delivered
1089,11/9/2024,53.0,Home & Kitchen,8206.63,Yes,COD,7.0,3.4,Returned
1090,10/30/2024,57.0,Sports,22739.85,No,COD,3.0,3.6,Returned
1091,8/8/2024,57.0,Home & Kitchen,3243.81,No,Card,3.0,4.6,Delivered
1092,7/5/2024,50.0,Electronics,22171.94,Yes,COD,1.0,4.5,Returned
1093,8/7/2024,61.0,Electronics,9405.51,No,UPI,7.0,1.7,Delivered
1094,11/28/2024,59.0,Sports,8429.03,No,Wallet,6.0,2.2,Delivered
1095,8/19/2024,36.0,Fashion,4861.94,No,Wallet,5.0,4.8,Cancelled
1096,4/4/2024,51.0,Home & Kitchen,10140.14,No,UPI,4.0,3.4,Returned
1097,7/19/2024,40.0,Electronics,21514.76,Yes,COD,4.0,1.1,Cancelled
1098,9/22/2024,49.0,Books,6368.27,Yes,UPI,10.0,3.6,Cancelled
1099,11/10/2024,63.0,Sports,13334.11,No,COD,10.0,2.6,Returned
1100,2/9/2024,48.0,Home & Kitchen,2532.11,No,COD,9.0,4.0,Cancelled
1101,11/27/2024,40.0,Electronics,1279.59,Yes,COD,10.0,4.5,Cancelled
1102,4/2/2024,41.0,Home & Kitchen,11055.57,No,COD,10.0,2.4,Cancelled
1103,5/2/2024,44.0,Sports,13834.64,Yes,COD,6.0,5.0,Returned
1104,6/2/2024,46.0,Books,22066.92,No,Wallet,4.0,1.8,Delivered
1105,7/2/2024,50.0,Beauty,19029.79,Yes,UPI,3.0,4.4,Cancelled
1106,11/9/2024,37.0,Electronics,16939.63,No,COD,8.0,4.6,Cancelled
1107,12/1/2024,20.0,Sports,15419.47,No,Card,3.0,1.8,Returned
1108,10/18/2024,44.0,Beauty,4941.18,Yes,UPI,3.0,1.4,Returned
1109,4/2/2024,24.0,Fashion,14094.87,Yes,Card,3.0,1.4,Delivered
1110,9/7/2024,24.0,Home & Kitchen,22764.97,Yes,Wallet,9.0,4.5,Returned
1111,8/29/2024,55.0,Sports,23192.16,No,Wallet,9.0,5.0,Delivered
1112,5/3/2024,44.0,Beauty,12582.3,Yes,Card,7.0,4.5,Delivered
1113,11/28/2024,35.0,Beauty,22605.32,No,COD,3.0,2.8,Cancelled
1114,3/21/2024,49.0,Sports,12867.9,No,Card,8.0,2.1,Returned
1115,9/9/2024,60.0,Fashion,16728.8,No,Wallet,6.0,1.1,Cancelled
1116,2/4/2024,53.0,Fashion,21450.25,No,Wallet,2.0,4.6,Delivered
1117,8/15/2024,20.0,Electronics,12079.99,No,Wallet,9.0,2.3,Cancelled
1118,9/5/2024,22.0,Home & Kitchen,6136.79,No,Card,3.0,3.2,Delivered
1119,12/28/2024,21.0,Home & Kitchen,2245.86,No,UPI,5.0,2.4,Returned
1120,10/5/2024,44.0,Beauty,9670.02,No,COD,10.0,1.5,Delivered
1121,6/12/2024,64.0,Beauty,15582.36,Yes,COD,3.0,4.6,Cancelled
1122,10/22/2024,24.0,Home & Kitchen,23872.46,No,Card,3.0,2.3,Cancelled
1123,12/18/2024,42.0,Home & Kitchen,18476.46,Yes,Wallet,7.0,2.4,Cancelled
1124,11/18/2024,50.0,Electronics,9808.74,No,COD,10.0,3.1,Delivered
1125,4/10/2024,51.0,Books,19325.51,No,Wallet,8.0,3.4,Returned
1126,10/4/2024,60.0,Fashion,10517.54,No,Wallet,10.0,1.9,Delivered
1127,5/7/2024,35.0,Beauty,20518.94,No,Wallet,4.0,3.4,Cancelled
1128,7/11/2024,40.0,Sports,18983.8,Yes,UPI,6.0,2.8,Delivered
1129,9/21/2024,56.0,Sports,1877.64,Yes,Wallet,4.0,3.3,Delivered
1130,7/20/2024,20.0,Fashion,538.36,Yes,Card,8.0,1.5,Delivered
1131,6/26/2024,26.0,Sports,4851.23,No,Card,2.0,4.6,Returned
1132,9/2/2024,31.0,Books,6222.8,Yes,UPI,5.0,2.6,Cancelled
1133,8/9/2024,18.0,Fashion,2492.5,Yes,COD,2.0,4.1,Cancelled
1134,1/19/2024,61.0,Sports,562.11,Yes,UPI,1.0,3.7,Delivered
1135,1/13/2024,25.0,Books,11480.1,Yes,COD,6.0,1.2,Cancelled
1136,8/27/2024,47.0,Sports,9792.06,No,COD,1.0,1.1,Delivered
1137,6/24/2024,54.0,Beauty,8473.0,No,COD,9.0,3.7,Returned
1138,12/7/2024,64.0,Fashion,21507.01,No,COD,6.0,2.3,Delivered
1139,1/25/2024,33.0,Fashion,13868.56,Yes,Card,4.0,2.2,Delivered
1140,7/28/2024,22.0,Books,7020.0,No,Card,1.0,1.3,Delivered
1141,4/25/2024,57.0,Home & Kitchen,18239.84,Yes,UPI,9.0,1.3,Cancelled
1142,11/12/2024,42.0,Books,18920.21,No,UPI,10.0,2.9,Returned
1143,6/16/2024,43.0,Sports,15525.8,Yes,Wallet,3.0,5.0,Delivered
1144,3/24/2024,25.0,Electronics,13798.06,No,Card,7.0,1.2,Delivered
1145,12/15/2024,56.0,Beauty,13399.22,No,Wallet,5.0,2.1,Cancelled
1146,11/2/2024,55.0,Beauty,23869.08,No,Card,7.0,2.5,Returned
1147,8/19/2024,51.0,Beauty,18522.36,Yes,COD,4.0,1.5,Cancelled
1148,7/27/2024,32.0,Beauty,13235.32,No,Card,7.0,5.0,Cancelled
1149,11/13/2024,47.0,Beauty,24890.31,No,Card,8.0,3.1,Delivered
1150,3/23/2024,34.0,Electronics,22500.64,Yes,UPI,2.0,3.4,Returned
1151,9/11/2024,52.0,Beauty,4830.84,Yes,Card,5.0,3.6,Delivered
1152,4/26/2024,62.0,Home & Kitchen,22110.6,Yes,UPI,9.0,2.5,Returned
1153,11/22/2024,58.0,Sports,10899.21,Yes,Wallet,6.0,4.0,Returned
1154,8/20/2024,65.0,Fashion,15370.09,No,Wallet,1.0,1.1,Cancelled
1155,5/30/2024,46.0,Beauty,7469.68,Yes,UPI,9.0,4.9,Returned
1156,8/21/2024,20.0,Electronics,24368.49,No,COD,9.0,1.0,Delivered
1157,2/14/2024,28.0,Home & Kitchen,10087.92,No,COD,4.0,4.8,Returned
1158,10/24/2024,29.0,Beauty,22553.79,Yes,Card,3.0,3.2,Returned
1159,2/14/2024,43.0,Books,565.65,Yes,UPI,9.0,3.8,Cancelled
1160,3/1/2024,23.0,Books,10694.84,No,COD,7.0,2.1,Returned
1161,2/24/2024,36.0,Electronics,19699.05,Yes,Wallet,9.0,2.4,Delivered
1162,10/11/2024,24.0,Sports,3765.5,Yes,COD,9.0,1.5,Delivered
1163,12/27/2024,54.0,Beauty,19333.41,Yes,Wallet,4.0,3.2,Delivered
1164,3/10/2024,23.0,Books,10788.69,No,Card,3.0,1.5,Returned
1165,4/29/2024,29.0,Sports,4594.92,Yes,Card,9.0,2.1,Delivered
1166,1/8/2024,57.0,Fashion,14388.0,No,Card,6.0,3.2,Returned
1167,1/11/2024,65.0,Beauty,3952.37,Yes,COD,7.0,4.7,Delivered
1168,7/8/2024,32.0,Fashion,9341.21,No,Wallet,5.0,2.8,Cancelled
1169,4/10/2024,23.0,Fashion,15639.82,Yes,Wallet,7.0,3.5,Cancelled
1170,8/25/2024,43.0,Beauty,14658.82,No,Wallet,2.0,4.5,Returned
1171,6/1/2024,53.0,Fashion,9758.17,Yes,COD,5.0,4.4,Delivered
1172,2/11/2024,49.0,Electronics,8849.8,No,COD,8.0,3.5,Cancelled
1173,11/24/2024,50.0,Sports,17974.28,Yes,Wallet,5.0,1.6,Returned
1174,11/4/2024,28.0,Sports,14658.17,Yes,UPI,10.0,3.9,Returned
1175,6/24/2024,21.0,Electronics,19125.89,No,COD,1.0,4.5,Returned
1176,5/6/2024,62.0,Beauty,13830.59,Yes,Card,10.0,2.1,Cancelled
1177,11/15/2024,48.0,Books,3384.25,No,Card,10.0,1.9,Delivered
1178,11/28/2024,46.0,Books,7541.47,No,Card,4.0,4.6,Returned
1179,3/14/2024,39.0,Home & Kitchen,12779.38,Yes,COD,9.0,1.5,Returned
1180,11/3/2024,25.0,Books,2633.25,No,UPI,9.0,2.3,Delivered
1181,2/15/2024,50.0,Fashion,7743.99,No,COD,9.0,2.0,Cancelled
1182,1/28/2024,30.0,Beauty,14933.79,Yes,COD,5.0,4.6,Returned
1183,5/13/2024,41.0,Sports,13614.66,No,COD,6.0,3.2,Cancelled
1184,7/3/2024,54.0,Beauty,17006.53,No,Card,8.0,4.6,Returned
1185,11/22/2024,18.0,Home & Kitchen,22528.26,Yes,Wallet,5.0,2.7,Delivered
1186,4/15/2024,31.0,Sports,19627.68,No,Card,4.0,1.4,Returned
1187,3/18/2024,45.0,Sports,15247.0,No,COD,6.0,2.2,Returned
1188,2/26/2024,57.0,Sports,22262.77,No,Card,3.0,3.7,Returned
1189,8/24/2024,52.0,Electronics,18929.25,Yes,UPI,6.0,1.7,Returned
1190,8/20/2024,25.0,Sports,21295.92,Yes,UPI,8.0,5.0,Returned
1191,8/20/2024,21.0,Home & Kitchen,18243.78,No,Card,7.0,2.5,Delivered
1192,10/1/2024,49.0,Books,8259.74,No,COD,10.0,3.5,Delivered
1193,10/24/2024,52.0,Books,12787.31,Yes,COD,7.0,2.5,Cancelled
1194,6/10/2024,36.0,Books,1163.41,Yes,UPI,2.0,3.6,Delivered
1195,9/26/2024,18.0,Electronics,1256.02,Yes,UPI,5.0,2.7,Cancelled
1196,5/28/2024,58.0,Books,24337.24,No,UPI,9.0,4.2,Cancelled
1197,10/12/2024,57.0,Sports,17078.83,No,UPI,5.0,1.2,Cancelled
1198,5/19/2024,39.0,Fashion,2741.71,No,Card,2.0,3.6,Returned
1199,10/20/2024,56.0,Electronics,5223.6,Yes,Card,8.0,3.8,Returned
1200,2/20/2024,54.0,Books,2957.69,No,UPI,6.0,4.5,Cancelled
1201,11/22/2024,21.0,Books,19827.2,No,Wallet,10.0,2.2,Cancelled
1202,1/23/2024,57.0,Home & Kitchen,24786.35,No,Wallet,8.0,4.4,Cancelled
1203,9/1/2024,46.0,Beauty,11659.76,No,UPI,2.0,1.0,Cancelled
1204,4/29/2024,31.0,Sports,22231.3,Yes,Wallet,8.0,2.5,Delivered
1205,2/3/2024,57.0,Electronics,14840.67,Yes,Wallet,10.0,4.9,Returned
1206,7/24/2024,22.0,Fashion,16697.99,Yes,UPI,7.0,1.4,Delivered
1207,4/6/2024,35.0,Sports,21504.54,Yes,Card,4.0,3.6,Cancelled
1208,12/6/2024,28.0,Electronics,12332.09,No,UPI,7.0,1.9,Cancelled
1209,1/16/2024,28.0,Fashion,16561.59,Yes,UPI,1.0,3.8,Cancelled
1210,6/26/2024,52.0,Fashion,17299.18,Yes,UPI,3.0,3.8,Cancelled
1211,11/9/2024,43.0,Electronics,2609.31,No,UPI,3.0,2.7,Returned
1212,10/6/2024,55.0,Electronics,2649.58,No,Card,2.0,4.5,Cancelled
1213,9/16/2024,48.0,Fashion,23132.53,Yes,Wallet,3.0,1.6,Returned
1214,6/6/2024,54.0,Books,16778.84,Yes,Wallet,8.0,2.0,Returned
1215,4/26/2024,58.0,Beauty,7004.98,Yes,COD,7.0,2.5,Delivered
1216,11/9/2024,51.0,Fashion,11112.73,No,Card,5.0,1.4,Returned
1217,9/29/2024,57.0,Electronics,12577.82,Yes,Wallet,10.0,1.1,Delivered
1218,3/29/2024,41.0,Fashion,13483.18,No,Card,4.0,3.5,Delivered
1219,6/2/2024,62.0,Electronics,16831.4,Yes,Card,6.0,2.6,Returned
1220,8/26/2024,27.0,Sports,7532.57,No,Wallet,10.0,1.1,Returned
1221,3/2/2024,50.0,Home & Kitchen,13629.46,Yes,COD,3.0,1.8,Delivered
1222,2/12/2024,48.0,Home & Kitchen,22642.71,Yes,Wallet,8.0,1.7,Returned
1223,9/15/2024,64.0,Sports,12255.25,No,UPI,3.0,2.3,Returned
1224,6/13/2024,52.0,Sports,18275.96,Yes,Wallet,3.0,1.0,Cancelled
1225,8/18/2024,39.0,Electronics,7672.2,No,Wallet,6.0,2.7,Returned
1226,8/27/2024,56.0,Electronics,2903.19,Yes,UPI,8.0,4.8,Returned
1227,9/29/2024,26.0,Electronics,21744.0,No,Card,1.0,4.1,Cancelled
1228,10/16/2024,40.0,Beauty,23805.52,No,COD,2.0,2.8,Delivered
1229,7/26/2024,65.0,Fashion,23890.42,Yes,UPI,7.0,2.4,Returned
1230,2/27/2024,38.0,Fashion,15890.35,Yes,COD,7.0,2.9,Delivered
1231,6/27/2024,25.0,Electronics,13503.15,Yes,COD,9.0,3.8,Delivered
1232,10/4/2024,45.0,Books,19335.54,No,COD,5.0,3.1,Delivered
1233,10/8/2024,26.0,Fashion,15252.16,No,COD,5.0,2.9,Returned
1234,8/31/2024,61.0,Beauty,9581.5,No,COD,2.0,3.2,Returned
1235,7/11/2024,55.0,Sports,12583.23,Yes,Wallet,7.0,3.5,Returned
1236,9/23/2024,45.0,Books,6954.51,No,UPI,7.0,2.5,Delivered
1237,6/8/2024,46.0,Electronics,13236.83,Yes,Wallet,5.0,2.1,Cancelled
1238,10/11/2024,45.0,Electronics,4829.51,Yes,Wallet,2.0,4.2,Delivered
1239,5/3/2024,38.0,Electronics,5074.46,Yes,COD,1.0,2.4,Cancelled
1240,9/18/2024,24.0,Fashion,925.58,Yes,Wallet,10.0,1.8,Delivered
1241,5/23/2024,31.0,Sports,22812.71,Yes,UPI,9.0,2.7,Delivered
1242,12/16/2024,65.0,Home & Kitchen,14374.69,No,Card,7.0,1.9,Delivered
1243,3/6/2024,64.0,Beauty,3366.9,Yes,Wallet,9.0,4.4,Returned
1244,3/17/2024,49.0,Beauty,9988.65,Yes,Card,6.0,4.6,Delivered
1245,6/10/2024,48.0,Home & Kitchen,7352.42,No,UPI,7.0,4.1,Returned
1246,12/14/2024,35.0,Fashion,3167.21,Yes,COD,6.0,3.3,Delivered
1247,11/26/2024,26.0,Beauty,14961.02,No,UPI,4.0,2.4,Cancelled
1248,8/10/2024,60.0,Beauty,5422.83,Yes,Wallet,9.0,2.4,Returned
1249,6/14/2024,32.0,Sports,6322.46,No,Card,2.0,3.8,Returned
1250,7/7/2024,38.0,Home & Kitchen,7553.64,No,COD,6.0,4.6,Delivered
1251,9/6/2024,25.0,Electronics,19381.3,No,Wallet,5.0,2.5,Cancelled
1252,4/20/2024,25.0,Fashion,3233.98,Yes,COD,9.0,2.0,Returned
1253,9/24/2024,39.0,Home & Kitchen,23462.2,No,Card,6.0,4.8,Returned
1254,11/19/2024,43.0,Books,4788.61,Yes,UPI,10.0,3.9,Cancelled
1255,5/23/2024,50.0,Electronics,7459.81,Yes,Wallet,7.0,2.5,Returned
1256,12/19/2024,52.0,Books,22109.14,Yes,COD,8.0,2.2,Returned
1257,8/12/2024,60.0,Sports,12284.59,No,UPI,10.0,4.3,Delivered
1258,5/30/2024,28.0,Beauty,20147.62,Yes,Card,9.0,5.0,Delivered
1259,9/23/2024,64.0,Home & Kitchen,12207.13,Yes,Wallet,9.0,2.3,Cancelled
1260,8/27/2024,64.0,Home & Kitchen,4892.67,Yes,UPI,7.0,2.9,Delivered
1261,2/25/2024,61.0,Sports,14584.06,Yes,Card,4.0,4.8,Returned
1262,11/3/2024,44.0,Home & Kitchen,23590.91,Yes,Wallet,3.0,1.2,Returned
1263,9/27/2024,42.0,Fashion,14124.96,No,Wallet,9.0,2.1,Returned
1264,9/29/2024,60.0,Electronics,20153.85,Yes,Wallet,5.0,4.6,Cancelled
1265,5/9/2024,35.0,Home & Kitchen,969.67,Yes,Card,9.0,1.3,Cancelled
1266,8/26/2024,60.0,Sports,6322.94,No,Card,10.0,3.9,Cancelled
1267,6/21/2024,61.0,Sports,1525.27,No,UPI,3.0,1.3,Cancelled
1268,11/8/2024,61.0,Books,10589.95,Yes,UPI,9.0,2.2,Delivered
1269,12/11/2024,34.0,Books,19425.94,Yes,Wallet,3.0,3.8,Cancelled
1270,2/11/2024,55.0,Beauty,9339.21,No,Wallet,10.0,2.1,Returned
1271,6/18/2024,61.0,Electronics,18230.46,No,UPI,9.0,2.8,Returned
1272,1/25/2024,26.0,Home & Kitchen,19049.35,Yes,COD,9.0,2.6,Cancelled
1273,7/5/2024,64.0,Sports,16362.06,Yes,UPI,8.0,1.6,Returned
1274,10/11/2024,18.0,Home & Kitchen,6878.82,No,Wallet,7.0,2.5,Cancelled
1275,2/1/2024,43.0,Home & Kitchen,3003.55,Yes,Card,1.0,4.6,Returned
1276,7/14/2024,25.0,Sports,22766.06,No,UPI,2.0,3.3,Cancelled
1277,6/4/2024,52.0,Electronics,21833.12,Yes,Wallet,7.0,2.7,Returned
1278,8/5/2024,43.0,Sports,5367.54,Yes,Wallet,2.0,1.5,Returned
1279,8/24/2024,21.0,Fashion,2978.79,No,COD,2.0,4.0,Returned
1280,4/24/2024,55.0,Beauty,9160.79,No,Wallet,10.0,4.2,Returned
1281,3/28/2024,44.0,Home & Kitchen,24279.65,No,COD,4.0,1.9,Cancelled
1282,12/4/2024,63.0,Fashion,15554.3,No,Wallet,9.0,1.8,Cancelled
1283,9/28/2024,21.0,Books,14888.51,No,UPI,6.0,2.0,Returned
1284,6/28/2024,49.0,Home & Kitchen,1106.21,No,UPI,3.0,1.3,Delivered
1285,5/31/2024,39.0,Electronics,19977.56,No,Wallet,8.0,1.7,Delivered
1286,6/16/2024,21.0,Fashion,15088.73,Yes,Wallet,1.0,3.0,Delivered
1287,5/13/2024,58.0,Books,2030.67,Yes,COD,4.0,2.9,Cancelled
1288,9/3/2024,20.0,Electronics,8452.48,No,COD,7.0,1.2,Returned
1289,12/20/2024,23.0,Fashion,24281.22,Yes,Card,8.0,2.6,Delivered
1290,5/15/2024,42.0,Books,6078.66,No,COD,10.0,2.3,Returned
1291,12/19/2024,30.0,Home & Kitchen,23736.28,Yes,UPI,1.0,3.8,Delivered
1292,11/26/2024,54.0,Home & Kitchen,7277.2,Yes,Card,2.0,3.4,Returned
